Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
LINCOLN MKZ,3,6,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV03.0VLG,midsize car,5,18,27,21,4,No,425
LINCOLN MKZ,3,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXV03.0VLG,midsize car,5,17,26,20,4,No,447
LINCOLN MKZ,3,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXV03.0VLG,midsize car,5,17,26,20,4,No,447
LINCOLN MKZ Hybrid,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFMXV02.0VZT,midsize car,7,42,39,41,9,Yes,217
LINCOLN MKZ Hybrid,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LFMXV02.0VZT,midsize car,7,42,39,41,9,Yes,217
LINCOLN Nautilus,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.02JU,small SUV,5,20,25,22,4,No,401
LINCOLN Nautilus,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.02JU,small SUV,5,20,25,22,4,No,401
LINCOLN Nautilus,2.7,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.72JQ,small SUV,5,19,26,21,4,No,417
LINCOLN Nautilus,2.7,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.72JQ,small SUV,5,19,26,21,4,No,417
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54HF,standard SUV,5,16,22,19,3,No,478
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54HF,standard SUV,5,16,22,19,3,No,478
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54HF,standard SUV,5,16,21,18,3,No,506
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54HF,standard SUV,5,16,21,18,3,No,506
LINCOLN Navigator L,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT03.54HF,standard SUV,5,16,21,18,3,No,501
LINCOLN Navigator L,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT03.54HF,standard SUV,5,16,21,18,3,No,501
LINCOLN Nuatilus,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LFMXT02.02JU,small SUV,5,21,26,23,5,No,384
LINCOLN Nuatilus,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LFMXT02.02JU,small SUV,5,21,26,23,5,No,384
LOTUS Evora,3.5,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,LLTXV03.5JHB,small car,1,16,24,19,3,No,468
LOTUS Evora,3.5,6,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,LLTXV03.5JHB,small car,1,16,24,19,3,No,468
LOTUS Evora,3.5,6,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,LLTXV03.5JHB,small car,1,17,24,20,4,No,451
LOTUS Evora,3.5,6,SemiAuto-6,2WD,Gasoline,CA,L2,California LEV-II LEV,LLTXV03.5JHB,small car,1,17,24,20,4,No,451
LOTUS Evora GT,3.5,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,LLTXV03.5JHB,small car,1,17,26,20,4,No,441
LOTUS Evora GT,3.5,6,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,LLTXV03.5JHB,small car,1,17,26,20,4,No,441
LOTUS Evora GT,3.5,6,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,LLTXV03.5JHB,small car,1,17,24,20,4,No,438
LOTUS Evora GT,3.5,6,SemiAuto-6,2WD,Gasoline,CA,L2,California LEV-II LEV,LLTXV03.5JHB,small car,1,17,24,20,4,No,438
MASERATI Ghibli,3,6,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LMAXJ03.0DFI,midsize car,1,17,24,19,3,No,460
MASERATI Ghibli,3,6,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LMAXJ03.0DFI,midsize car,1,17,24,19,3,No,460
MASERATI Ghibli S,3,6,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LMAXJ03.0DFI,midsize car,1,17,24,19,3,No,460
MASERATI Ghibli S,3,6,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LMAXJ03.0DFI,midsize car,1,17,24,19,3,No,460
MASERATI Ghibli S Q4,3,6,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LMAXJ03.0DFI,midsize car,1,16,24,19,3,No,474
MASERATI Ghibli S Q4,3,6,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LMAXJ03.0DFI,midsize car,1,16,24,19,3,No,474
MASERATI Levante,3,6,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LMAXJ03.0DFI,standard SUV,1,15,21,17,3,No,521
MASERATI Levante,3,6,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LMAXJ03.0DFI,standard SUV,1,15,21,17,3,No,521
MASERATI Levante GTS,3.8,8,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LMAXT03.8AWD,standard SUV,1,14,18,15,2,No,580
MASERATI Levante GTS,3.8,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LMAXT03.8AWD,standard SUV,1,14,18,15,2,No,580
MASERATI Levante S,3,6,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LMAXJ03.0DFI,standard SUV,1,15,21,17,3,No,521
MASERATI Levante S,3,6,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LMAXJ03.0DFI,standard SUV,1,15,21,17,3,No,521
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LMAXT03.8AWD,standard SUV,1,14,18,15,2,No,580
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LMAXT03.8AWD,standard SUV,1,14,18,15,2,No,580
MASERATI Quattroporte GTS,3.8,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LMAXV03.8DFI,large car,1,15,22,17,3,No,517
MASERATI Quattroporte GTS,3.8,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LMAXV03.8DFI,large car,1,15,22,17,3,No,517
MASERATI Quattroporte S,3,6,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LMAXJ03.0DFI,large car,1,17,24,19,3,No,460
MASERATI Quattroporte S,3,6,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LMAXJ03.0DFI,large car,1,17,24,19,3,No,460
MASERATI Quattroporte S Q4,3,6,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LMAXJ03.0DFI,large car,1,16,23,18,3,No,484
MASERATI Quattroporte S Q4,3,6,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LMAXJ03.0DFI,large car,1,16,23,18,3,No,484
MAZDA 2,1.5,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTKXV01.5FFA,small car,3,30,39,34,8,No,264
MAZDA 2,1.5,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTKXV01.5FFA,small car,3,30,39,34,8,No,264
MAZDA 2,1.5,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTKXV01.5FFA,small car,3,32,40,35,8,No,253
MAZDA 2,1.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTKXV01.5FFA,small car,3,32,40,35,8,No,253
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,midsize car,7,25,35,29,6,No,303
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,midsize car,7,25,35,29,6,No,303
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,midsize car,7,26,35,30,7,Yes,297
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,small car,7,26,35,30,7,Yes,299
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,small car,7,27,36,30,7,Yes,295
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,midsize car,7,26,35,30,7,Yes,297
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,small car,7,26,35,30,7,Yes,299
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,small car,7,27,36,30,7,Yes,295
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,midsize car,7,24,32,27,6,No,328
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,small car,7,25,33,28,6,No,313
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,midsize car,7,24,32,27,6,No,328
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,small car,7,25,33,28,6,No,313
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,midsize car,7,26,35,29,6,No,302
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,midsize car,7,26,35,29,6,No,302
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTKXV02.5FFA,midsize car,3,23,31,26,5,No,335
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTKXV02.5FFA,midsize car,3,23,31,26,5,No,335
MAZDA CX-3,2,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTKXV02.0FFA,small car,3,29,34,31,7,No,289
MAZDA CX-3,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTKXV02.0FFA,small car,3,29,34,31,7,No,289
MAZDA CX-3,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,small car,7,29,34,31,7,Yes,289
MAZDA CX-3,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,small car,7,29,34,31,7,Yes,289
MAZDA CX-3,2,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTKXV02.0FFA,small car,3,27,32,29,6,No,303
MAZDA CX-3,2,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTKXV02.0FFA,small car,3,27,32,29,6,No,303
MAZDA CX-3,2,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,small car,7,27,32,29,6,No,303
MAZDA CX-3,2,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,small car,7,27,32,29,6,No,303
MAZDA CX-30,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,small SUV,7,25,33,28,6,No,313
MAZDA CX-30,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,small SUV,7,25,33,28,6,No,319
MAZDA CX-30,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,small SUV,7,25,33,28,6,No,313
MAZDA CX-30,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,small SUV,7,25,33,28,6,No,319
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,small SUV,7,24,31,26,5,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXV02.5CDA,small SUV,7,25,32,27,6,No,323
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,small SUV,7,24,31,26,5,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXV02.5CDA,small SUV,7,25,32,27,6,No,323
MAZDA CX-5 2WD,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXT02.5CDA,small SUV,7,25,31,28,6,No,322
MAZDA CX-5 2WD,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXT02.5CDA,small SUV,7,25,31,28,6,No,322
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTKXT02.5CDA,small SUV,7,24,30,26,5,No,335
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTKXT02.5CDA,small SUV,7,24,30,26,5,No,335
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTKXT02.5EGA,small SUV,5,22,27,24,5,No,370
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTKXT02.5EGA,small SUV,5,22,27,24,5,No,370
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTKXT02.5EGA,small SUV,5,22,28,24,5,No,363
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTKXT02.5EGA,small SUV,5,22,28,24,5,No,363
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTKXT02.5EGA,small SUV,5,20,26,23,5,No,391
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTKXT02.5EGA,small SUV,5,20,26,23,5,No,391
MAZDA MX-5,2,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTKXV02.0FFA,small car,3,26,34,29,6,No,305
MAZDA MX-5,2,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTKXV02.0FFA,small car,3,26,34,29,6,No,305
MAZDA MX-5,2,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTKXV02.0FFA,small car,3,26,35,30,7,No,299
MAZDA MX-5,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTKXV02.0FFA,small car,3,26,35,30,7,No,299
MERCEDES-BENZ A 220,2,4,Auto-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXV02.0U2B,small car,5,24,35,28,6,No,313
MERCEDES-BENZ A 220,2,4,Auto-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXV02.0U2B,small car,5,24,35,28,6,No,313
MERCEDES-BENZ A 220 4Matic,2,4,Auto-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXV02.0U2B,small car,5,24,34,28,6,No,324
MERCEDES-BENZ A 220 4Matic,2,4,Auto-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXV02.0U2B,small car,5,24,34,28,6,No,324
MERCEDES-BENZ AMG A35 4Matic,2,4,AutoMan-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXV02.0U3A,small car,5,24,31,27,6,No,334
MERCEDES-BENZ AMG A35 4Matic,2,4,AutoMan-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXV02.0U3A,small car,5,24,31,27,6,No,334
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXJ03.0U2A,small car,5,18,25,21,4,No,423
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXJ03.0U2A,small car,5,19,27,22,4,No,407
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXJ03.0U2A,small car,5,19,27,22,4,No,411
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXJ03.0U2A,small car,5,18,25,21,4,No,423
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXJ03.0U2A,small car,5,19,27,22,4,No,407
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXJ03.0U2A,small car,5,19,27,22,4,No,411
MERCEDES-BENZ AMG C63,4,8,Auto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LMBXV04.0U2A,small car,3,17,24,20,4,No,452
MERCEDES-BENZ AMG C63,4,8,Auto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LMBXV04.0U2A,small car,3,17,26,20,4,No,444
MERCEDES-BENZ AMG C63,4,8,Auto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LMBXV04.0U2A,small car,3,18,27,21,4,No,424
MERCEDES-BENZ AMG C63,4,8,Auto-9,2WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,17,24,20,4,No,452
MERCEDES-BENZ AMG C63,4,8,Auto-9,2WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,17,26,20,4,No,444
MERCEDES-BENZ AMG C63,4,8,Auto-9,2WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,18,27,21,4,No,424
MERCEDES-BENZ AMG C63,4,8,Auto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,17,24,20,4,No,452
MERCEDES-BENZ AMG C63,4,8,Auto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,17,26,20,4,No,444
MERCEDES-BENZ AMG C63,4,8,Auto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,18,27,21,4,No,424
MERCEDES-BENZ AMG C63 S,4,8,Auto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LMBXV04.0U2A,small car,3,17,24,20,4,No,452
MERCEDES-BENZ AMG C63 S,4,8,Auto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LMBXV04.0U2A,small car,3,17,26,20,4,No,444
MERCEDES-BENZ AMG C63 S,4,8,Auto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LMBXV04.0U2A,small car,3,18,27,21,4,No,424
MERCEDES-BENZ AMG C63 S,4,8,Auto-9,2WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,17,24,20,4,No,452
MERCEDES-BENZ AMG C63 S,4,8,Auto-9,2WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,17,26,20,4,No,444
MERCEDES-BENZ AMG C63 S,4,8,Auto-9,2WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,18,27,21,4,No,424
MERCEDES-BENZ AMG C63 S,4,8,Auto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,17,24,20,4,No,452
MERCEDES-BENZ AMG C63 S,4,8,Auto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,17,26,20,4,No,444
MERCEDES-BENZ AMG C63 S,4,8,Auto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,small car,3,18,27,21,4,No,424
MERCEDES-BENZ AMG CLA 35 4Matic,2,4,AutoMan-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXV02.0U3A,small car,5,23,29,25,5,No,352
MERCEDES-BENZ AMG CLA 35 4Matic,2,4,AutoMan-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXV02.0U3A,small car,5,23,29,25,5,No,352
MERCEDES-BENZ AMG CLA45 4Matic,2,4,AutoMan-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LMBXV02.0U3B,small car,3,20,29,23,5,No,382
MERCEDES-BENZ AMG CLA45 4Matic,2,4,AutoMan-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LMBXV02.0U3B,small car,3,20,29,23,5,No,382
MERCEDES-BENZ AMG CLS 53 4Matic+,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LMBXV03.0HY2,small car,6,21,27,23,5,No,379
MERCEDES-BENZ AMG CLS 53 4Matic+,3,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LMBXV03.0HY2,small car,6,21,27,23,5,No,379
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LMBXV03.0HY2,midsize car,6,21,28,24,5,No,370
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LMBXV03.0HY2,small car,6,20,26,23,5,No,394
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LMBXV03.0HY2,small car,6,21,28,23,5,No,381
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LMBXV03.0HY2,midsize car,6,21,28,24,5,No,370
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LMBXV03.0HY2,small car,6,20,26,23,5,No,394
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LMBXV03.0HY2,small car,6,21,28,23,5,No,381
MERCEDES-BENZ AMG E63 S 4Matic+,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LMBXV04.0U2A,midsize car,3,15,23,18,3,No,509
MERCEDES-BENZ AMG E63 S 4Matic+,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LMBXV04.0U2A,station wagon,3,16,23,19,3,No,480
MERCEDES-BENZ AMG E63 S 4Matic+,4,8,Auto-9,4WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,midsize car,3,15,23,18,3,No,509
MERCEDES-BENZ AMG E63 S 4Matic+,4,8,Auto-9,4WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,station wagon,3,16,23,19,3,No,480
MERCEDES-BENZ AMG E63 S 4Matic+,4,8,Auto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,midsize car,3,15,23,18,3,No,509
MERCEDES-BENZ AMG E63 S 4Matic+,4,8,Auto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LMBXV04.0U2A,station wagon,3,16,23,19,3,No,480
MERCEDES-BENZ AMG G63,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LMBXT04.0U2B,standard SUV,3,13,15,14,1,No,637
MERCEDES-BENZ AMG G63,4,8,Auto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LMBXT04.0U2B,standard SUV,3,13,15,14,1,No,637
MERCEDES-BENZ AMG GLC43 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXJ03.0U2A,small SUV,5,18,24,21,4,No,431
MERCEDES-BENZ AMG GLC43 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXJ03.0U2A,small SUV,5,18,24,21,4,No,432
MERCEDES-BENZ AMG GLC43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXJ03.0U2A,small SUV,5,18,24,21,4,No,431
MERCEDES-BENZ AMG GLC43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXJ03.0U2A,small SUV,5,18,24,21,4,No,432
MERCEDES-BENZ AMG GLC63 4Matic+,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXJ04.0U2A,small SUV,5,16,22,18,3,No,489
MERCEDES-BENZ AMG GLC63 4Matic+,4,8,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXJ04.0U2A,small SUV,5,16,22,18,3,No,489
MERCEDES-BENZ AMG GLC63 S 4Matic+,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LMBXJ04.0U2A,small SUV,5,16,22,18,3,No,489
MERCEDES-BENZ AMG GLC63 S 4Matic+,4,8,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LMBXJ04.0U2A,small SUV,5,16,22,18,3,No,489
MERCEDES-BENZ AMG GT,4,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LMBXV04.0U2A,small car,3,16,22,18,3,No,488
